phase,score_m_Poussieres_totales,score_r_Poussieres_totales,score_m_PM10,score_r_PM10,score_m_PM2_5,score_r_PM2_5,score_m_SO2,score_r_SO2,score_m_NOx,score_r_NOx,score_m_CO,score_r_CO,score_m_O3_ozone,score_r_O3_ozone,etendue,duree,avg_score_m,avg_score_r,max_score_m,max_score_r,pct_score2_m,pct_score2_r,pct_score0_m,pct_score0_r,n_params,value_initial,impact_apprehende,sensitivity,intensity_class,importance,importance_relative
Realisation,1,0,0,1,0,1,0,2,1,0,2,0,0,0,Nationale,Longue,0.571429,0.571429,2,2,0.1429,0.1429,0.5714,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,0,1,0,0,1,0,2,2,1,0,1,1,0,1,Régionale,Courte,0.714286,0.714286,2,2,0.1429,0.1429,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Exploitation,0,1,0,0,2,0,1,2,2,0,2,2,1,0,Locale,Moyenne,1.142857,0.714286,2,2,0.4286,0.2857,0.2857,0.5714,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,1,0,0,1,2,0,0,0,0,0,2,0,0,1,Nationale,Moyenne,0.714286,0.285714,2,1,0.2857,0.0,0.5714,0.7143,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,1,1,1,0,1,2,1,1,1,0,0,1,2,2,Nationale,Moyenne,1.0,1.0,2,2,0.1429,0.2857,0.1429,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,1,0,2,2,1,0,2,1,0,2,2,1,0,2,Ponctuelle,Courte,1.142857,1.142857,2,2,0.4286,0.4286,0.2857,0.2857,7,Forte,Moyenne,FORTE,FORTE,Moyenne,Mineure
PRE_construction,0,1,2,2,0,1,2,1,0,1,1,2,2,0,Locale,Longue,1.0,1.142857,2,2,0.4286,0.2857,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,1,2,2,0,0,2,0,2,1,2,2,2,1,0,Locale,Moyenne,1.0,1.428571,2,2,0.2857,0.7143,0.2857,0.2857,7,Moyenne,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,1,0,1,0,0,0,0,2,0,0,0,1,1,0,Locale,Moyenne,0.428571,0.428571,1,2,0.0,0.1429,0.5714,0.7143,7,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,0,0,2,1,2,2,0,2,1,2,2,1,2,Nationale,Moyenne,1.142857,1.285714,2,2,0.4286,0.5714,0.2857,0.2857,7,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Exploitation,2,0,2,0,1,0,2,0,1,1,0,1,0,0,Régionale,Longue,1.142857,0.285714,2,1,0.4286,0.0,0.2857,0.7143,7,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,2,0,0,1,0,1,1,1,2,2,1,2,2,Locale,Courte,1.285714,1.142857,2,2,0.4286,0.4286,0.1429,0.2857,7,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
Exploitation,0,1,2,1,0,2,1,0,1,1,0,0,1,0,Locale,Longue,0.714286,0.714286,2,2,0.1429,0.1429,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,1,0,0,1,2,1,2,1,0,1,0,2,0,Ponctuelle,Moyenne,0.857143,0.714286,2,2,0.1429,0.2857,0.2857,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,0,0,1,0,0,2,1,1,2,2,0,2,Nationale,Courte,0.857143,1.0,2,2,0.2857,0.4286,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,1,1,1,1,1,0,2,1,0,2,1,1,0,1,Ponctuelle,Moyenne,0.857143,1.0,2,2,0.1429,0.1429,0.2857,0.1429,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,1,1,0,1,2,1,1,0,0,1,1,1,Régionale,Longue,0.714286,0.857143,2,1,0.1429,0.0,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,2,0,0,1,1,0,1,1,0,2,1,2,2,1,Locale,Courte,1.0,1.0,2,2,0.2857,0.2857,0.2857,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,2,2,2,2,0,1,2,1,2,1,2,2,0,2,Nationale,Courte,1.428571,1.571429,2,2,0.7143,0.5714,0.2857,0.0,7,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
Realisation,0,2,0,1,2,1,0,2,1,1,2,1,1,1,Ponctuelle,Courte,0.857143,1.285714,2,2,0.2857,0.2857,0.4286,0.0,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Realisation,2,2,0,0,0,2,2,1,1,0,0,0,1,1,Locale,Longue,0.857143,0.857143,2,2,0.2857,0.2857,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,1,2,2,2,2,1,2,1,2,2,2,1,2,2,Ponctuelle,Courte,1.857143,1.571429,2,2,0.8571,0.5714,0.0,0.0,7,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Exploitation,2,1,0,1,2,0,2,2,1,1,2,2,0,2,Nationale,Moyenne,1.285714,1.285714,2,2,0.5714,0.4286,0.2857,0.1429,7,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Exploitation,0,0,1,2,2,2,2,2,0,1,0,2,2,1,Nationale,Longue,1.0,1.428571,2,2,0.4286,0.5714,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
PRE_construction,0,2,0,1,0,2,2,2,0,0,2,0,2,2,Régionale,Longue,0.857143,1.285714,2,2,0.4286,0.5714,0.5714,0.2857,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
PRE_construction,0,0,0,2,2,2,2,1,2,0,2,0,0,0,Régionale,Courte,1.142857,0.714286,2,2,0.5714,0.2857,0.4286,0.5714,7,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
Exploitation,2,0,0,2,1,0,0,1,0,1,0,1,1,0,Nationale,Longue,0.571429,0.714286,2,2,0.1429,0.1429,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,2,0,2,1,2,1,1,1,2,0,1,0,1,2,Locale,Longue,1.571429,0.714286,2,2,0.5714,0.1429,0.0,0.4286,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,0,2,2,1,1,2,0,2,2,0,0,1,2,2,Nationale,Longue,1.0,1.428571,2,2,0.4286,0.5714,0.4286,0.1429,7,Moyenne,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,0,0,1,0,1,2,0,0,1,1,0,2,1,2,Locale,Longue,0.571429,1.0,1,2,0.0,0.4286,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,0,0,2,0,0,0,0,1,0,2,1,1,Nationale,Courte,0.428571,0.714286,2,2,0.1429,0.1429,0.7143,0.4286,7,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,0,2,1,1,0,1,0,0,2,0,0,0,0,Régionale,Moyenne,0.571429,0.428571,2,2,0.1429,0.1429,0.5714,0.7143,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,1,2,1,1,1,0,2,1,1,1,1,1,2,0,Ponctuelle,Longue,1.285714,0.857143,2,2,0.2857,0.1429,0.0,0.2857,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,2,0,0,2,0,1,1,0,1,2,0,0,0,1,Locale,Moyenne,0.571429,0.857143,2,2,0.1429,0.2857,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,1,0,0,0,2,1,2,0,2,1,0,1,0,Ponctuelle,Moyenne,0.571429,1.0,1,2,0.0,0.4286,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,0,0,0,0,0,2,1,1,2,1,2,1,Locale,Longue,0.714286,0.714286,2,2,0.2857,0.1429,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,0,1,2,0,0,2,1,0,2,2,0,1,2,Nationale,Courte,0.857143,1.0,2,2,0.2857,0.4286,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Exploitation,0,2,2,0,2,2,0,0,1,0,1,1,2,0,Ponctuelle,Courte,1.142857,0.714286,2,2,0.4286,0.2857,0.2857,0.5714,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,0,0,1,1,0,2,0,0,0,0,1,2,2,1,Locale,Courte,0.571429,0.857143,2,2,0.1429,0.2857,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,0,2,1,1,2,0,0,2,0,0,2,2,0,Régionale,Courte,1.0,0.714286,2,2,0.4286,0.2857,0.4286,0.5714,7,Moyenne,Forte,FORTE,FAIBLE,Majeure,Moyenne
PRE_construction,2,1,1,2,0,2,1,2,1,1,1,0,0,0,Nationale,Moyenne,0.857143,1.142857,2,2,0.1429,0.4286,0.2857,0.2857,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Realisation,2,0,0,1,2,0,1,2,0,1,1,2,1,1,Régionale,Moyenne,1.0,1.0,2,2,0.2857,0.2857,0.2857,0.2857,7,Moyenne,Forte,FORTE,FAIBLE,Majeure,Majeure
Exploitation,1,1,2,2,0,0,0,1,0,0,0,2,0,2,Ponctuelle,Longue,0.428571,1.142857,2,2,0.1429,0.4286,0.7143,0.2857,7,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
PRE_construction,0,0,2,0,0,0,2,1,0,1,2,0,0,1,Régionale,Moyenne,0.857143,0.428571,2,1,0.4286,0.0,0.5714,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,2,2,1,1,0,2,1,0,2,1,0,1,1,0,Ponctuelle,Longue,1.0,1.0,2,2,0.2857,0.2857,0.2857,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,1,0,2,0,2,2,1,1,2,2,2,1,0,Ponctuelle,Moyenne,0.857143,1.428571,2,2,0.2857,0.5714,0.4286,0.1429,7,Moyenne,Forte,FORTE,FORTE,Moyenne,Moyenne
Demantelement,0,0,0,1,2,0,0,1,2,0,2,2,2,2,Nationale,Longue,1.142857,0.857143,2,2,0.5714,0.2857,0.4286,0.4286,7,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Exploitation,0,2,1,1,1,2,0,1,2,1,0,1,0,1,Nationale,Longue,0.571429,1.285714,2,2,0.1429,0.2857,0.5714,0.0,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Demantelement,1,0,2,0,0,2,2,0,0,1,0,1,0,1,Locale,Moyenne,0.714286,0.714286,2,2,0.2857,0.1429,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,1,2,0,0,2,0,2,2,0,2,0,1,0,Nationale,Courte,1.0,0.714286,2,2,0.4286,0.2857,0.4286,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,1,0,0,1,2,0,0,1,0,1,0,0,1,Ponctuelle,Moyenne,0.428571,0.571429,1,2,0.0,0.1429,0.5714,0.5714,7,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,0,0,1,0,2,0,0,2,1,1,2,2,Régionale,Courte,1.0,0.714286,2,2,0.2857,0.2857,0.2857,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Exploitation,1,0,0,0,0,2,1,0,1,0,2,2,0,2,Régionale,Courte,0.714286,0.857143,2,2,0.1429,0.4286,0.4286,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Exploitation,2,1,2,0,0,1,2,2,1,2,1,2,0,1,Locale,Courte,1.142857,1.285714,2,2,0.4286,0.4286,0.2857,0.1429,7,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
PRE_construction,1,1,2,0,1,0,0,1,2,1,1,1,2,2,Nationale,Longue,1.285714,0.857143,2,2,0.4286,0.1429,0.1429,0.2857,7,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,0,0,0,1,2,0,2,1,2,1,2,1,0,1,Régionale,Moyenne,1.142857,0.714286,2,1,0.5714,0.0,0.4286,0.2857,7,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,1,0,0,2,0,1,0,1,0,1,0,2,1,1,Locale,Courte,0.285714,1.142857,1,2,0.0,0.2857,0.7143,0.1429,7,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
Exploitation,2,0,0,2,2,2,2,1,1,0,1,2,1,2,Régionale,Longue,1.285714,1.285714,2,2,0.4286,0.5714,0.1429,0.2857,7,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,0,1,1,1,0,0,2,2,0,2,2,0,0,2,Nationale,Courte,0.714286,1.142857,2,2,0.2857,0.4286,0.5714,0.2857,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Moyenne
Exploitation,0,0,0,2,0,1,2,1,1,0,0,2,0,1,Nationale,Moyenne,0.428571,1.0,2,2,0.1429,0.2857,0.7143,0.2857,7,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,0,1,0,1,0,0,0,2,2,0,0,0,2,Ponctuelle,Courte,0.571429,0.571429,2,2,0.1429,0.2857,0.5714,0.7143,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,1,2,0,2,2,0,0,0,2,0,1,0,1,Nationale,Moyenne,0.571429,1.0,2,2,0.2857,0.2857,0.7143,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,0,0,0,0,1,1,0,0,0,2,1,0,1,2,Nationale,Longue,0.428571,0.714286,1,2,0.0,0.2857,0.5714,0.5714,7,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,1,1,1,0,0,0,2,1,1,0,2,0,1,0,Locale,Longue,1.142857,0.285714,2,1,0.2857,0.0,0.1429,0.7143,7,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Realisation,1,2,0,0,1,1,0,2,0,0,0,0,2,2,Ponctuelle,Moyenne,0.571429,1.0,2,2,0.1429,0.4286,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,2,0,2,0,0,0,2,2,2,1,2,2,1,2,Ponctuelle,Moyenne,1.571429,1.0,2,2,0.7143,0.4286,0.1429,0.4286,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,1,2,0,0,0,1,1,1,1,1,0,1,2,1,Nationale,Courte,0.714286,1.0,2,2,0.1429,0.1429,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,2,2,2,0,0,1,0,1,1,2,2,1,2,Nationale,Moyenne,1.0,1.285714,2,2,0.2857,0.5714,0.2857,0.2857,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Exploitation,0,2,1,1,2,2,0,0,1,0,0,1,1,2,Ponctuelle,Longue,0.714286,1.142857,2,2,0.1429,0.4286,0.4286,0.2857,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
PRE_construction,2,1,1,0,0,0,0,0,1,0,0,0,2,1,Régionale,Courte,0.857143,0.285714,2,1,0.2857,0.0,0.4286,0.7143,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,2,1,2,0,0,2,0,0,2,0,2,0,0,Nationale,Courte,0.428571,1.142857,2,2,0.1429,0.5714,0.7143,0.4286,7,Faible,Moyenne,FAIBLE,FORTE,Moyenne,Mineure
PRE_construction,2,1,0,0,2,0,1,2,0,0,0,2,1,1,Nationale,Courte,0.857143,0.857143,2,2,0.2857,0.2857,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,1,0,1,0,2,1,2,0,2,1,0,0,1,0,Locale,Moyenne,1.285714,0.285714,2,1,0.4286,0.0,0.1429,0.7143,7,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Exploitation,0,0,0,0,2,2,1,2,0,2,1,2,0,0,Nationale,Moyenne,0.571429,1.142857,2,2,0.1429,0.5714,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
PRE_construction,0,1,0,2,1,0,1,1,2,0,1,2,1,2,Nationale,Courte,0.857143,1.142857,2,2,0.1429,0.4286,0.2857,0.2857,7,Moyenne,Forte,FORTE,FORTE,Majeure,Moyenne
Exploitation,2,1,0,1,2,1,2,0,1,1,0,0,1,0,Régionale,Longue,1.142857,0.571429,2,1,0.4286,0.0,0.2857,0.4286,7,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Demantelement,0,1,0,1,2,2,0,1,1,0,2,2,2,2,Ponctuelle,Courte,1.0,1.285714,2,2,0.4286,0.4286,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Demantelement,0,0,0,0,1,0,2,1,0,2,1,0,2,0,Locale,Courte,0.857143,0.428571,2,2,0.2857,0.1429,0.4286,0.7143,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,2,2,2,0,2,1,0,2,1,1,2,0,1,Locale,Courte,0.857143,1.428571,2,2,0.2857,0.5714,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Demantelement,2,1,1,2,1,0,0,0,1,1,0,1,2,2,Ponctuelle,Longue,1.0,1.0,2,2,0.2857,0.2857,0.2857,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,1,2,1,2,2,0,0,0,0,0,2,0,2,0,Locale,Moyenne,1.142857,0.571429,2,2,0.4286,0.2857,0.2857,0.7143,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,2,1,2,0,0,2,0,1,1,1,0,0,1,2,Nationale,Courte,0.857143,1.0,2,2,0.2857,0.2857,0.4286,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,2,0,0,2,1,1,1,0,1,1,1,2,0,Ponctuelle,Courte,0.857143,0.857143,2,2,0.2857,0.1429,0.4286,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,1,0,1,2,2,0,2,2,2,1,2,1,0,0,Locale,Moyenne,1.428571,0.857143,2,2,0.5714,0.2857,0.1429,0.4286,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,1,1,2,1,2,2,0,2,0,0,0,2,1,2,Régionale,Moyenne,0.857143,1.428571,2,2,0.2857,0.5714,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,1,2,1,1,2,2,2,0,2,0,2,1,1,2,Ponctuelle,Moyenne,1.571429,1.142857,2,2,0.5714,0.4286,0.0,0.2857,7,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Exploitation,0,2,0,0,0,2,0,0,2,1,2,2,0,0,Régionale,Longue,0.571429,1.0,2,2,0.2857,0.4286,0.7143,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,0,1,2,1,2,1,1,2,0,1,2,1,0,1,Nationale,Courte,1.0,1.142857,2,2,0.4286,0.1429,0.4286,0.0,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Moyenne
Realisation,1,0,0,2,1,0,0,0,0,1,2,2,2,2,Locale,Courte,0.857143,1.0,2,2,0.2857,0.4286,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,2,0,0,1,2,0,0,1,2,2,0,2,1,0,Régionale,Longue,1.0,0.857143,2,2,0.4286,0.2857,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,1,0,1,2,1,0,0,0,2,0,0,2,2,0,Locale,Longue,1.0,0.571429,2,2,0.2857,0.2857,0.2857,0.7143,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,2,2,0,1,1,0,2,0,0,1,0,1,2,Nationale,Courte,0.857143,1.0,2,2,0.1429,0.4286,0.2857,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,1,0,1,2,1,1,0,1,0,0,0,2,2,Locale,Moyenne,0.857143,0.714286,2,2,0.2857,0.1429,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,0,2,0,0,1,0,1,2,0,0,2,2,2,Locale,Longue,0.857143,0.857143,2,2,0.4286,0.2857,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,2,1,1,1,2,1,2,0,1,0,1,Nationale,Moyenne,0.571429,1.285714,1,2,0.0,0.4286,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Realisation,0,0,1,0,2,1,0,2,0,2,2,2,2,0,Ponctuelle,Courte,1.0,1.0,2,2,0.4286,0.4286,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,0,0,2,1,0,2,0,2,2,0,0,0,2,Locale,Longue,0.714286,0.857143,2,2,0.2857,0.4286,0.5714,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,2,1,2,0,2,2,2,2,1,0,0,2,1,1,Nationale,Moyenne,1.428571,1.142857,2,2,0.5714,0.4286,0.1429,0.2857,7,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,2,1,1,1,2,2,0,1,2,1,1,0,1,0,Locale,Moyenne,1.285714,0.857143,2,2,0.4286,0.1429,0.1429,0.2857,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,1,1,1,0,2,0,2,1,0,0,0,0,1,2,Locale,Moyenne,1.0,0.571429,2,2,0.2857,0.1429,0.2857,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,2,2,0,2,0,2,1,2,2,0,0,1,0,1,Nationale,Moyenne,0.714286,1.428571,2,2,0.2857,0.5714,0.5714,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Realisation,0,0,2,2,0,2,2,1,0,2,1,2,0,1,Régionale,Courte,0.714286,1.428571,2,2,0.2857,0.5714,0.5714,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
PRE_construction,1,1,0,0,1,1,2,1,0,0,0,2,0,0,Locale,Courte,0.571429,0.714286,2,2,0.1429,0.1429,0.5714,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,1,0,1,0,1,1,1,1,2,0,2,0,Régionale,Moyenne,1.142857,0.428571,2,1,0.2857,0.0,0.1429,0.5714,7,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Exploitation,0,0,1,2,2,1,2,2,1,1,1,0,2,0,Régionale,Moyenne,1.285714,0.857143,2,2,0.4286,0.2857,0.1429,0.4286,7,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Exploitation,0,0,2,0,1,0,1,0,1,1,1,1,2,0,Ponctuelle,Courte,1.142857,0.285714,2,1,0.2857,0.0,0.1429,0.7143,7,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Demantelement,1,2,0,1,0,1,2,1,2,1,0,2,2,0,Locale,Longue,1.0,1.142857,2,2,0.4286,0.2857,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,2,1,2,2,2,2,2,2,0,2,2,0,2,2,Locale,Moyenne,1.714286,1.571429,2,2,0.8571,0.7143,0.1429,0.1429,7,Forte,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,1,2,0,1,2,0,0,2,0,1,1,1,2,1,Régionale,Moyenne,0.857143,1.142857,2,2,0.2857,0.2857,0.4286,0.1429,7,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,0,1,1,0,0,1,0,2,0,2,1,2,2,0,Nationale,Moyenne,0.571429,1.142857,2,2,0.1429,0.4286,0.5714,0.2857,7,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Demantelement,2,0,1,2,0,0,0,0,0,0,0,1,0,1,Ponctuelle,Moyenne,0.428571,0.571429,2,2,0.1429,0.1429,0.7143,0.5714,7,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,2,1,1,1,2,1,1,0,0,2,2,2,2,0,Ponctuelle,Moyenne,1.428571,1.0,2,2,0.5714,0.2857,0.1429,0.2857,7,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,1,2,1,0,0,1,0,1,0,2,0,0,1,0,Ponctuelle,Longue,0.428571,0.857143,1,2,0.0,0.2857,0.5714,0.4286,7,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,2,0,1,0,0,0,1,0,0,1,0,2,0,Régionale,Courte,0.571429,0.571429,2,2,0.1429,0.1429,0.5714,0.5714,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Exploitation,1,1,2,0,2,1,0,2,1,2,2,2,0,2,Ponctuelle,Longue,1.142857,1.428571,2,2,0.4286,0.5714,0.2857,0.1429,7,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Exploitation,0,0,1,2,0,2,2,0,1,1,2,1,0,0,Ponctuelle,Longue,0.857143,0.857143,2,2,0.2857,0.2857,0.4286,0.4286,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,1,2,1,0,2,1,1,2,2,2,1,1,2,Ponctuelle,Moyenne,1.285714,1.428571,2,2,0.4286,0.4286,0.1429,0.0,7,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Demantelement,1,1,1,2,0,0,0,1,0,1,1,1,2,0,Régionale,Longue,0.714286,0.857143,2,2,0.1429,0.1429,0.4286,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,1,0,2,1,0,1,2,1,1,1,2,2,1,2,Nationale,Longue,1.285714,1.142857,2,2,0.4286,0.2857,0.1429,0.1429,7,Forte,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,2,0,0,1,0,2,2,2,1,0,1,1,1,1,Ponctuelle,Longue,1.0,1.0,2,2,0.2857,0.2857,0.2857,0.2857,7,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,1,0,2,1,1,0,2,0,2,0,0,0,Ponctuelle,Moyenne,1.142857,0.285714,2,1,0.4286,0.0,0.2857,0.7143,7,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
